transaction_id,date,region,channel,customer_id,customer_segment,product_id,product_name,product_category,quantity,unit_price,unit_cost,revenue,gross_profit,month,year,quarter
T001485,2024-03-01,九州,法人,C0105,個人,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2024-03,2024,Q1
T001486,2025-09-07,中部,EC,C0092,個人,P006,安全ベスト,安全用品,2,3040,1900,6080,2280,2025-09,2025,Q3
T001487,2024-02-11,東北,店舗,C0116,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-02,2024,Q1
T001488,2024-01-25,東北,EC,C0068,個人,P005,ヘルメット,安全用品,6,6800,4200,40800,15600,2024-01,2024,Q1
T001489,2024-02-08,近畿,EC,C0041,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-02,2024,Q1
T001490,2024-05-10,北海道,EC,C0212,中小企業,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2024-05,2024,Q2
T001491,2025-05-12,中国,法人,C0056,大企業,P001,高耐久ノートPC,IT機器,2,121500,98000,243000,47000,2025-05,2025,Q2
T001492,2024-08-16,東北,店舗,C0038,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-08,2024,Q3
T001493,2024-04-17,四国,店舗,C0064,中小企業,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2024-04,2024,Q2
T001494,2024-06-20,近畿,店舗,C0132,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-06,2024,Q2
T001495,2025-03-10,中部,店舗,C0077,個人,P004,ドローンバッテリー,ドローン,2,28000,18000,56000,20000,2025-03,2025,Q1
T001496,2025-04-22,北海道,店舗,C0045,個人,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2025-04,2025,Q2
T001497,2024-04-11,中部,法人,C0104,大企業,P006,安全ベスト,安全用品,4,2720,1900,10880,3280,2024-04,2024,Q2
T001498,2025-06-07,東北,EC,C0025,個人,P007,レーザー距離計,計測機器,2,52000,36000,104000,32000,2025-06,2025,Q2
T001499,2024-10-01,東北,EC,C0206,中小企業,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2024-10,2024,Q4
T001500,2025-09-04,近畿,店舗,C0004,個人,P006,安全ベスト,安全用品,3,3104,1900,9312,3612,2025-09,2025,Q3
T001501,2024-02-13,関東,EC,C0200,個人,P005,ヘルメット,安全用品,2,6800,4200,13600,5200,2024-02,2024,Q1
T001502,2024-01-17,中国,店舗,C0051,個人,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2024-01,2024,Q1
T001503,2024-11-25,中部,EC,C0176,中小企業,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2024-11,2024,Q4
T001504,2025-07-22,関東,法人,C0166,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-07,2025,Q3
T001505,2025-05-11,近畿,店舗,C0151,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2025-05,2025,Q2
T001506,2024-01-12,関東,EC,C0209,個人,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2024-01,2024,Q1
T001507,2024-11-13,関東,店舗,C0017,中小企業,P007,レーザー距離計,計測機器,2,52000,36000,104000,32000,2024-11,2024,Q4
T001508,2025-08-14,関東,EC,C0166,個人,P002,現場用タブレット,IT機器,2,98000,72000,196000,52000,2025-08,2025,Q3
T001509,2024-08-03,九州,店舗,C0033,中小企業,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2024-08,2024,Q3
T001510,2024-12-04,中国,店舗,C0217,大企業,P006,安全ベスト,安全用品,1,3040,1900,3040,1140,2024-12,2024,Q4
T001511,2026-02-14,近畿,EC,C0032,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2026-02,2026,Q1
T001512,2025-10-22,関東,EC,C0119,中小企業,P002,現場用タブレット,IT機器,2,98000,72000,196000,52000,2025-10,2025,Q4
T001513,2024-03-21,東北,店舗,C0237,個人,P002,現場用タブレット,IT機器,3,93100,72000,279300,63300,2024-03,2024,Q1
T001514,2025-12-27,九州,法人,C0211,個人,P009,耐水メモ帳,文具,2,980,520,1960,920,2025-12,2025,Q4
T001515,2025-04-29,関東,EC,C0008,中小企業,P007,レーザー距離計,計測機器,2,52000,36000,104000,32000,2025-04,2025,Q2
T001516,2025-01-08,北海道,EC,C0110,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2025-01,2025,Q1
T001517,2025-12-10,近畿,EC,C0055,中小企業,P010,ワークグローブ,安全用品,5,1200,650,6000,2750,2025-12,2025,Q4
T001518,2024-07-18,関東,EC,C0072,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2024-07,2024,Q3
T001519,2025-06-20,関東,EC,C0039,個人,P009,耐水メモ帳,文具,5,980,520,4900,2300,2025-06,2025,Q2
T001520,2025-04-10,関東,EC,C0159,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-04,2025,Q2
T001521,2024-03-29,関東,店舗,C0166,個人,P006,安全ベスト,安全用品,4,3200,1900,12800,5200,2024-03,2024,Q1
T001522,2024-09-24,九州,店舗,C0106,個人,P002,現場用タブレット,IT機器,2,98000,72000,196000,52000,2024-09,2024,Q3
T001523,2025-10-16,関東,店舗,C0016,個人,P004,ドローンバッテリー,ドローン,2,28000,18000,56000,20000,2025-10,2025,Q4
T001524,2025-07-24,東北,店舗,C0099,個人,P005,ヘルメット,安全用品,3,6800,4200,20400,7800,2025-07,2025,Q3
T001525,2025-05-03,中部,EC,C0052,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-05,2025,Q2
T001526,2025-06-21,九州,EC,C0205,個人,P010,ワークグローブ,安全用品,5,1200,650,6000,2750,2025-06,2025,Q2
T001527,2024-02-16,北海道,法人,C0162,中小企業,P007,レーザー距離計,計測機器,1,49400,36000,49400,13400,2024-02,2024,Q1
T001528,2024-10-14,中国,法人,C0098,中小企業,P002,現場用タブレット,IT機器,3,93100,72000,279300,63300,2024-10,2024,Q4
T001529,2026-02-16,関東,EC,C0123,中小企業,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2026-02,2026,Q1
T001530,2024-01-16,関東,EC,C0125,中小企業,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-01,2024,Q1
T001531,2025-12-11,東北,法人,C0145,中小企業,P002,現場用タブレット,IT機器,1,93100,72000,93100,21100,2025-12,2025,Q4
T001532,2025-02-04,近畿,店舗,C0100,個人,P002,現場用タブレット,IT機器,2,98000,72000,196000,52000,2025-02,2025,Q1
T001533,2024-03-26,中国,店舗,C0007,個人,P002,現場用タブレット,IT機器,4,95060,72000,380240,92240,2024-03,2024,Q1
T001534,2024-09-06,近畿,店舗,C0057,個人,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2024-09,2024,Q3
T001535,2025-01-25,北海道,店舗,C0208,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-01,2025,Q1
T001536,2026-02-20,中国,EC,C0208,個人,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2026-02,2026,Q1
T001537,2024-11-30,中部,法人,C0197,個人,P005,ヘルメット,安全用品,2,6460,4200,12920,4520,2024-11,2024,Q4
T001538,2025-09-20,東北,店舗,C0060,個人,P008,ポータブル電源,現場用品,5,62000,44000,310000,90000,2025-09,2025,Q3
T001539,2025-06-02,近畿,法人,C0064,中小企業,P006,安全ベスト,安全用品,1,3040,1900,3040,1140,2025-06,2025,Q2
T001540,2024-05-16,北海道,店舗,C0137,個人,P008,ポータブル電源,現場用品,3,62000,44000,186000,54000,2024-05,2024,Q2
T001541,2025-11-18,中部,EC,C0196,個人,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2025-11,2025,Q4
T001542,2025-05-12,四国,店舗,C0148,個人,P006,安全ベスト,安全用品,3,3200,1900,9600,3900,2025-05,2025,Q2
T001543,2025-12-27,関東,店舗,C0091,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2025-12,2025,Q4
T001544,2025-04-21,関東,店舗,C0046,個人,P010,ワークグローブ,安全用品,3,1200,650,3600,1650,2025-04,2025,Q2
T001545,2025-08-16,中国,法人,C0082,中小企業,P004,ドローンバッテリー,ドローン,1,25200,18000,25200,7200,2025-08,2025,Q3
T001546,2024-08-10,近畿,法人,C0234,中小企業,P001,高耐久ノートPC,IT機器,3,114750,98000,344250,50250,2024-08,2024,Q3
T001547,2025-01-06,関東,EC,C0181,個人,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2025-01,2025,Q1
T001548,2025-02-05,九州,店舗,C0145,中小企業,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-02,2025,Q1
T001549,2025-03-18,関東,店舗,C0139,個人,P004,ドローンバッテリー,ドローン,4,28000,18000,112000,40000,2025-03,2025,Q1
T001550,2025-05-04,近畿,EC,C0126,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2025-05,2025,Q2
T001551,2025-09-06,中国,店舗,C0015,個人,P002,現場用タブレット,IT機器,1,95060,72000,95060,23060,2025-09,2025,Q3
T001552,2024-09-29,近畿,法人,C0057,個人,P006,安全ベスト,安全用品,3,2720,1900,8160,2460,2024-09,2024,Q3
T001553,2025-06-09,関東,店舗,C0123,中小企業,P010,ワークグローブ,安全用品,1,1200,650,1200,550,2025-06,2025,Q2
T001554,2024-06-07,関東,EC,C0235,中小企業,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2024-06,2024,Q2
T001555,2024-05-31,北海道,店舗,C0207,中小企業,P001,高耐久ノートPC,IT機器,3,135000,98000,405000,111000,2024-05,2024,Q2
T001556,2025-09-11,関東,店舗,C0184,中小企業,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2025-09,2025,Q3
T001557,2024-07-06,中国,法人,C0206,中小企業,P009,耐水メモ帳,文具,2,882,520,1764,724,2024-07,2024,Q3
T001558,2024-04-07,関東,店舗,C0016,個人,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2024-04,2024,Q2
T001559,2024-05-10,関東,店舗,C0151,個人,P007,レーザー距離計,計測機器,3,52000,36000,156000,48000,2024-05,2024,Q2
T001560,2024-06-19,関東,EC,C0199,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-06,2024,Q2
T001561,2024-07-01,東北,店舗,C0135,個人,P006,安全ベスト,安全用品,3,3200,1900,9600,3900,2024-07,2024,Q3
T001562,2024-12-29,四国,EC,C0096,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2024-12,2024,Q4
T001563,2024-02-08,近畿,EC,C0151,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2024-02,2024,Q1
T001564,2025-06-10,東北,EC,C0078,大企業,P006,安全ベスト,安全用品,1,3040,1900,3040,1140,2025-06,2025,Q2
T001565,2025-05-11,四国,店舗,C0041,個人,P010,ワークグローブ,安全用品,2,1200,650,2400,1100,2025-05,2025,Q2
T001566,2025-05-30,九州,店舗,C0203,大企業,P002,現場用タブレット,IT機器,1,93100,72000,93100,21100,2025-05,2025,Q2
T001567,2024-12-14,関東,店舗,C0125,中小企業,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2024-12,2024,Q4
T001568,2025-01-31,中国,店舗,C0045,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-01,2025,Q1
T001569,2025-12-22,関東,店舗,C0058,個人,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2025-12,2025,Q4
T001570,2024-06-09,東北,EC,C0097,中小企業,P006,安全ベスト,安全用品,2,3200,1900,6400,2600,2024-06,2024,Q2
T001571,2024-01-16,近畿,法人,C0177,個人,P010,ワークグローブ,安全用品,1,1020,650,1020,370,2024-01,2024,Q1
T001572,2025-05-07,四国,店舗,C0046,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2025-05,2025,Q2
T001573,2025-03-01,北海道,店舗,C0218,個人,P001,高耐久ノートPC,IT機器,1,130950,98000,130950,32950,2025-03,2025,Q1
T001574,2024-04-17,近畿,店舗,C0047,大企業,P002,現場用タブレット,IT機器,1,93100,72000,93100,21100,2024-04,2024,Q2
T001575,2025-03-25,中部,EC,C0236,個人,P001,高耐久ノートPC,IT機器,1,128250,98000,128250,30250,2025-03,2025,Q1
T001576,2024-11-06,関東,店舗,C0164,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-11,2024,Q4
T001577,2026-01-08,関東,店舗,C0240,大企業,P009,耐水メモ帳,文具,2,931,520,1862,822,2026-01,2026,Q1
T001578,2024-06-18,中部,店舗,C0085,個人,P009,耐水メモ帳,文具,3,980,520,2940,1380,2024-06,2024,Q2
T001579,2025-06-29,関東,店舗,C0089,個人,P005,ヘルメット,安全用品,2,6800,4200,13600,5200,2025-06,2025,Q2
T001580,2025-02-17,東北,EC,C0163,個人,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2025-02,2025,Q1
T001581,2024-09-07,中国,店舗,C0211,個人,P008,ポータブル電源,現場用品,1,60140,44000,60140,16140,2024-09,2024,Q3
T001582,2026-01-28,関東,EC,C0115,個人,P006,安全ベスト,安全用品,3,3200,1900,9600,3900,2026-01,2026,Q1
T001583,2026-02-19,関東,EC,C0054,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2026-02,2026,Q1
T001584,2024-05-20,近畿,店舗,C0018,個人,P005,ヘルメット,安全用品,3,6800,4200,20400,7800,2024-05,2024,Q2
T001585,2024-09-30,近畿,EC,C0202,個人,P005,ヘルメット,安全用品,2,6800,4200,13600,5200,2024-09,2024,Q3
T001586,2025-02-19,近畿,EC,C0001,中小企業,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-02,2025,Q1
T001587,2025-08-30,関東,EC,C0113,中小企業,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2025-08,2025,Q3
T001588,2026-01-08,関東,店舗,C0227,個人,P007,レーザー距離計,計測機器,2,52000,36000,104000,32000,2026-01,2026,Q1
T001589,2024-02-08,中部,店舗,C0226,個人,P006,安全ベスト,安全用品,2,3200,1900,6400,2600,2024-02,2024,Q1
T001590,2024-01-29,近畿,法人,C0140,個人,P007,レーザー距離計,計測機器,2,49400,36000,98800,26800,2024-01,2024,Q1
T001591,2025-04-21,四国,店舗,C0213,個人,P006,安全ベスト,安全用品,5,3200,1900,16000,6500,2025-04,2025,Q2
T001592,2024-11-13,中部,店舗,C0222,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-11,2024,Q4
T001593,2024-09-01,関東,EC,C0195,中小企業,P009,耐水メモ帳,文具,4,980,520,3920,1840,2024-09,2024,Q3
T001594,2026-01-17,東北,EC,C0116,個人,P003,測量用GNSS受信機,計測機器,2,650000,510000,1300000,280000,2026-01,2026,Q1
T001595,2025-11-27,近畿,法人,C0217,大企業,P001,高耐久ノートPC,IT機器,1,121500,98000,121500,23500,2025-11,2025,Q4
T001596,2024-09-28,北海道,EC,C0006,個人,P003,測量用GNSS受信機,計測機器,1,630500,510000,630500,120500,2024-09,2024,Q3
T001597,2025-03-15,東北,EC,C0027,個人,P007,レーザー距離計,計測機器,1,50440,36000,50440,14440,2025-03,2025,Q1
T001598,2026-01-17,関東,EC,C0044,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2026-01,2026,Q1
T001599,2024-08-26,九州,法人,C0188,大企業,P008,ポータブル電源,現場用品,2,49600,44000,99200,11200,2024-08,2024,Q3
T001600,2025-01-11,中国,EC,C0230,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-01,2025,Q1
T001601,2024-09-22,九州,EC,C0153,個人,P005,ヘルメット,安全用品,2,6460,4200,12920,4520,2024-09,2024,Q3
T001602,2024-12-24,北海道,法人,C0181,個人,P001,高耐久ノートPC,IT機器,1,121500,98000,121500,23500,2024-12,2024,Q4
T001603,2024-12-05,中部,法人,C0168,大企業,P007,レーザー距離計,計測機器,1,49400,36000,49400,13400,2024-12,2024,Q4
T001604,2025-01-23,中部,店舗,C0228,個人,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2025-01,2025,Q1
T001605,2025-07-30,関東,法人,C0014,中小企業,P004,ドローンバッテリー,ドローン,3,28000,18000,84000,30000,2025-07,2025,Q3
T001606,2025-11-19,四国,法人,C0053,中小企業,P006,安全ベスト,安全用品,1,2880,1900,2880,980,2025-11,2025,Q4
T001607,2024-01-03,九州,法人,C0179,中小企業,P005,ヘルメット,安全用品,3,6800,4200,20400,7800,2024-01,2024,Q1
T001608,2025-03-04,近畿,EC,C0237,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2025-03,2025,Q1
T001609,2024-05-21,関東,EC,C0170,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2024-05,2024,Q2
T001610,2025-01-10,関東,EC,C0061,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-01,2025,Q1
T001611,2025-10-31,関東,EC,C0101,中小企業,P009,耐水メモ帳,文具,1,980,520,980,460,2025-10,2025,Q4
T001612,2024-11-19,中国,法人,C0216,個人,P004,ドローンバッテリー,ドローン,1,25200,18000,25200,7200,2024-11,2024,Q4
T001613,2024-05-25,関東,店舗,C0014,中小企業,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-05,2024,Q2
T001614,2024-10-19,北海道,EC,C0110,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-10,2024,Q4
T001615,2025-10-26,九州,店舗,C0211,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-10,2025,Q4
T001616,2025-03-07,中部,店舗,C0052,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-03,2025,Q1
T001617,2025-12-05,関東,EC,C0053,中小企業,P009,耐水メモ帳,文具,3,980,520,2940,1380,2025-12,2025,Q4
T001618,2025-08-07,九州,店舗,C0075,個人,P010,ワークグローブ,安全用品,4,1200,650,4800,2200,2025-08,2025,Q3
T001619,2025-02-02,近畿,EC,C0217,大企業,P005,ヘルメット,安全用品,1,6460,4200,6460,2260,2025-02,2025,Q1
T001620,2024-12-09,関東,EC,C0201,中小企業,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2024-12,2024,Q4
T001621,2024-05-19,近畿,店舗,C0126,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2024-05,2024,Q2
T001622,2024-07-05,関東,店舗,C0024,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2024-07,2024,Q3
T001623,2024-03-01,近畿,店舗,C0100,個人,P003,測量用GNSS受信機,計測機器,1,650000,510000,650000,140000,2024-03,2024,Q1
T001624,2025-01-14,関東,EC,C0227,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-01,2025,Q1
T001625,2025-12-10,関東,法人,C0048,個人,P005,ヘルメット,安全用品,1,6460,4200,6460,2260,2025-12,2025,Q4
T001626,2025-03-15,北海道,店舗,C0068,個人,P001,高耐久ノートPC,IT機器,1,130950,98000,130950,32950,2025-03,2025,Q1
T001627,2024-11-14,北海道,EC,C0068,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-11,2024,Q4
T001628,2024-10-28,近畿,店舗,C0069,中小企業,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-10,2024,Q4
T001629,2024-12-09,東北,EC,C0039,個人,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2024-12,2024,Q4
T001630,2024-01-11,四国,店舗,C0022,個人,P005,ヘルメット,安全用品,3,6800,4200,20400,7800,2024-01,2024,Q1
T001631,2024-03-02,中国,EC,C0194,個人,P006,安全ベスト,安全用品,3,3104,1900,9312,3612,2024-03,2024,Q1
T001632,2024-08-13,近畿,EC,C0142,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-08,2024,Q3
T001633,2024-06-01,四国,EC,C0100,個人,P009,耐水メモ帳,文具,2,980,520,1960,920,2024-06,2024,Q2
T001634,2025-12-11,九州,EC,C0138,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-12,2025,Q4
T001635,2025-07-17,九州,EC,C0147,個人,P006,安全ベスト,安全用品,2,3200,1900,6400,2600,2025-07,2025,Q3
T001636,2026-02-10,中部,店舗,C0077,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2026-02,2026,Q1
T001637,2025-07-24,北海道,EC,C0232,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2025-07,2025,Q3
T001638,2025-08-06,中部,EC,C0129,個人,P009,耐水メモ帳,文具,5,980,520,4900,2300,2025-08,2025,Q3
T001639,2025-10-21,関東,EC,C0133,個人,P001,高耐久ノートPC,IT機器,3,135000,98000,405000,111000,2025-10,2025,Q4
T001640,2025-07-28,九州,EC,C0031,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-07,2025,Q3
T001641,2024-11-05,関東,店舗,C0045,個人,P010,ワークグローブ,安全用品,1,1200,650,1200,550,2024-11,2024,Q4
T001642,2024-08-30,関東,EC,C0055,中小企業,P006,安全ベスト,安全用品,2,3200,1900,6400,2600,2024-08,2024,Q3
T001643,2025-05-07,中部,EC,C0011,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-05,2025,Q2
T001644,2024-12-31,中部,店舗,C0175,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-12,2024,Q4
T001645,2024-11-25,北海道,EC,C0211,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-11,2024,Q4
T001646,2024-04-16,近畿,法人,C0214,中小企業,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-04,2024,Q2
T001647,2024-08-13,東北,店舗,C0082,中小企業,P006,安全ベスト,安全用品,2,3200,1900,6400,2600,2024-08,2024,Q3
T001648,2024-08-05,中部,店舗,C0023,個人,P009,耐水メモ帳,文具,3,980,520,2940,1380,2024-08,2024,Q3
T001649,2026-01-22,関東,店舗,C0102,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2026-01,2026,Q1
T001650,2025-05-20,近畿,店舗,C0220,個人,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2025-05,2025,Q2
T001651,2024-09-15,北海道,EC,C0118,中小企業,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2024-09,2024,Q3
T001652,2026-02-12,四国,店舗,C0202,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2026-02,2026,Q1
T001653,2025-05-31,中部,法人,C0029,中小企業,P002,現場用タブレット,IT機器,1,93100,72000,93100,21100,2025-05,2025,Q2
T001654,2026-02-11,東北,EC,C0038,個人,P007,レーザー距離計,計測機器,3,52000,36000,156000,48000,2026-02,2026,Q1
T001655,2024-02-23,東北,EC,C0150,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-02,2024,Q1
T001656,2024-02-16,東北,店舗,C0237,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-02,2024,Q1
T001657,2025-12-27,近畿,EC,C0200,個人,P005,ヘルメット,安全用品,3,6800,4200,20400,7800,2025-12,2025,Q4
T001658,2025-11-19,中国,法人,C0074,大企業,P001,高耐久ノートPC,IT機器,1,114750,98000,114750,16750,2025-11,2025,Q4
T001659,2025-06-04,関東,法人,C0225,大企業,P004,ドローンバッテリー,ドローン,2,25200,18000,50400,14400,2025-06,2025,Q2
T001660,2024-04-08,九州,店舗,C0099,個人,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2024-04,2024,Q2
T001661,2024-01-20,近畿,店舗,C0010,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-01,2024,Q1
T001662,2026-01-22,関東,法人,C0104,大企業,P006,安全ベスト,安全用品,2,3040,1900,6080,2280,2026-01,2026,Q1
T001663,2025-07-26,四国,EC,C0156,個人,P002,現場用タブレット,IT機器,2,98000,72000,196000,52000,2025-07,2025,Q3
T001664,2025-05-04,近畿,EC,C0010,個人,P003,測量用GNSS受信機,計測機器,1,650000,510000,650000,140000,2025-05,2025,Q2
T001665,2025-02-22,中部,EC,C0226,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2025-02,2025,Q1
T001666,2025-11-20,関東,EC,C0061,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2025-11,2025,Q4
T001667,2024-03-02,中国,店舗,C0122,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-03,2024,Q1
T001668,2024-05-24,北海道,法人,C0006,個人,P005,ヘルメット,安全用品,3,6460,4200,19380,6780,2024-05,2024,Q2
T001669,2024-08-03,関東,店舗,C0204,大企業,P002,現場用タブレット,IT機器,1,93100,72000,93100,21100,2024-08,2024,Q3
T001670,2024-01-03,東北,EC,C0072,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-01,2024,Q1
T001671,2024-06-08,北海道,店舗,C0223,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-06,2024,Q2
T001672,2026-01-08,九州,EC,C0077,個人,P009,耐水メモ帳,文具,1,980,520,980,460,2026-01,2026,Q1
T001673,2026-02-19,近畿,店舗,C0199,個人,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2026-02,2026,Q1
T001674,2024-04-29,北海道,EC,C0187,中小企業,P009,耐水メモ帳,文具,3,980,520,2940,1380,2024-04,2024,Q2
T001675,2024-03-29,関東,店舗,C0166,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-03,2024,Q1
T001676,2024-11-24,関東,店舗,C0114,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-11,2024,Q4
T001677,2025-08-02,北海道,法人,C0211,個人,P002,現場用タブレット,IT機器,1,83300,72000,83300,11300,2025-08,2025,Q3
T001678,2024-12-22,中国,店舗,C0125,中小企業,P010,ワークグローブ,安全用品,1,1200,650,1200,550,2024-12,2024,Q4
T001679,2025-09-01,北海道,EC,C0211,個人,P006,安全ベスト,安全用品,3,3040,1900,9120,3420,2025-09,2025,Q3
T001680,2024-09-23,九州,店舗,C0203,大企業,P002,現場用タブレット,IT機器,3,93100,72000,279300,63300,2024-09,2024,Q3
T001681,2025-09-08,四国,店舗,C0080,個人,P001,高耐久ノートPC,IT機器,1,130950,98000,130950,32950,2025-09,2025,Q3
T001682,2024-11-18,北海道,EC,C0035,中小企業,P005,ヘルメット,安全用品,3,6800,4200,20400,7800,2024-11,2024,Q4
T001683,2025-09-26,北海道,店舗,C0045,個人,P008,ポータブル電源,現場用品,3,62000,44000,186000,54000,2025-09,2025,Q3
T001684,2025-06-24,近畿,店舗,C0214,中小企業,P005,ヘルメット,安全用品,2,6800,4200,13600,5200,2025-06,2025,Q2
T001685,2025-10-10,中国,店舗,C0015,個人,P005,ヘルメット,安全用品,3,6800,4200,20400,7800,2025-10,2025,Q4
T001686,2024-07-13,関東,EC,C0117,個人,P009,耐水メモ帳,文具,2,980,520,1960,920,2024-07,2024,Q3
T001687,2026-01-07,近畿,店舗,C0093,個人,P002,現場用タブレット,IT機器,3,98000,72000,294000,78000,2026-01,2026,Q1
T001688,2024-11-27,四国,店舗,C0095,中小企業,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2024-11,2024,Q4
T001689,2024-06-18,北海道,EC,C0163,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-06,2024,Q2
T001690,2025-06-04,北海道,EC,C0062,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2025-06,2025,Q2
T001691,2025-04-07,北海道,EC,C0153,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2025-04,2025,Q2
